YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,INVOLVED,RELATED,Neighbourh
2011,2011-08-30 4:00:00 AM,1930,19,LANSDOWNE AVEN,RIDEAU AVEN,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.645445,-79.43849,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Roncesvalles (86)
2011,2011-08-30 4:00:00 AM,1930,19,LANSDOWNE AVEN,RIDEAU AVEN,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.645445,-79.43849,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Speed too Fast For Condition,Unknown,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Roncesvalles (86)
2012,2012-08-13 4:00:00 AM,1930,19,BLOOR ST E,ST PAULS SQ,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.671145,-79.38239,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,EAST,"AUTOMOBILE, STATION WAGON",CHANGING LANES,IMPROPER LANE CHANGE,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2012,2012-08-13 4:00:00 AM,1930,19,BLOOR ST E,ST PAULS SQ,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.671145,-79.38239,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2012,2012-08-13 4:00:00 AM,1930,19,BLOOR ST E,ST PAULS SQ,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.671145,-79.38239,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,60 to 64,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2014,2014-06-14 4:00:00 AM,1930,19,92 DUNCANWOODS DR,,,COLLECTOR,ETOBICOKE YORK,43.75064,-79.562839,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,75 to 79,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Humber Summit (21)
2014,2014-06-14 4:00:00 AM,1930,19,92 DUNCANWOODS DR,,,COLLECTOR,ETOBICOKE YORK,43.75064,-79.562839,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,5 to 9,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Humber Summit (21)
2014,2014-06-19 4:00:00 AM,1930,19,DUNDAS ST W,DOVERCOURT RD,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.649428,-79.424739,INTERSECTION,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,25 to 29,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2014,2014-06-19 4:00:00 AM,1930,19,DUNDAS ST W,DOVERCOURT RD,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.649428,-79.424739,INTERSECTION,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2014,2014-06-19 4:00:00 AM,1930,19,DUNDAS ST W,DOVERCOURT RD,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.649428,-79.424739,INTERSECTION,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2012,2012-08-08 4:00:00 AM,1935,19,BAYVIEW AVE,NESBITT DR,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.694045,-79.36629,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,70 to 74,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Leaside-Bennington (56)
2012,2012-08-08 4:00:00 AM,1935,19,BAYVIEW AVE,NESBITT DR,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.694045,-79.36629,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Leaside-Bennington (56)
2013,2013-09-15 4:00:00 AM,1937,19,DUPONT ST,DOVERCOURT RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.669692,-79.43275,INTERSECTION,,TRAFFIC SIGNAL,RAIN,"DARK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,IMPROPER PASSING,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2013,2013-09-15 4:00:00 AM,1937,19,DUPONT ST,DOVERCOURT RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.669692,-79.43275,INTERSECTION,,TRAFFIC SIGNAL,RAIN,"DARK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,WEST,BICYCLE,STOPPED,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2013,2013-07-11 4:00:00 AM,1939,19,BROADVIEW AVE,DANFORTH AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.676545,-79.35889,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,PEDESTRIAN COLLISIONS,PEDESTRIAN,unknown,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,"CYCLIST,PEDESTRIAN,AUTOMOBILE",,Playter Estates-Danforth (67)
2013,2013-07-11 4:00:00 AM,1939,19,BROADVIEW AVE,DANFORTH AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.676545,-79.35889,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,PEDESTRIAN COLLISIONS,CYCLIST,35 to 39,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Cyclist strikes pedestrian.,Driving Properly,Normal,"CYCLIST,PEDESTRIAN,AUTOMOBILE",,Playter Estates-Danforth (67)
2016,2016-06-01 4:00:00 AM,1940,19,DUNDAS ST W,BROCK AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.649817,-79.435558,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Little Portugal (84)
2011,2011-05-07 4:00:00 AM,2128,21,MOUNT ROYAL AVEN,THOME CRES,,LOCAL,TORONTO AND EAST YORK,43.676245,-79.43309,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Wychwood (94)
2009,2009-12-15 5:00:00 AM,1943,19,505 KINGSTON RD,,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.677545,-79.30259,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,UNKNOWN,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,The Beaches (63)
2011,2011-05-07 4:00:00 AM,2128,21,MOUNT ROYAL AVEN,THOME CRES,,LOCAL,TORONTO AND EAST YORK,43.676245,-79.43309,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,70 to 74,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Wychwood (94)
2009,2009-12-15 5:00:00 AM,1943,19,505 KINGSTON RD,,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.677545,-79.30259,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,WEST,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,The Beaches (63)
2011,2011-05-07 4:00:00 AM,2128,21,MOUNT ROYAL AVEN,THOME CRES,,LOCAL,TORONTO AND EAST YORK,43.676245,-79.43309,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,85 to 89,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Wychwood (94)
2009,2009-12-15 5:00:00 AM,1943,19,505 KINGSTON RD,,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.677545,-79.30259,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Cyclist strikes a parked vehicle.,Improper Passing,"Ability Impaired, Alcohol","CYCLIST,AUTOMOBILE",,The Beaches (63)
2011,2011-08-19 4:00:00 AM,2128,21,BLOOR ST W,HARCROFT RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.651845,-79.47289,INTERSECTION,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,EAST,"AUTOMOBILE, STATION WAGON",OVERTAKING,IMPROPER PASSING,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,High Park-Swansea (87)
2013,2013-08-01 4:00:00 AM,1943,19,STEELES AVE W,ISLINGTON AVE,,MAJOR ARTERIAL,ETOBICOKE YORK,43.764334,-79.574855,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,55 to 59,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Humber Summit (21)
2013,2013-08-01 4:00:00 AM,1943,19,STEELES AVE W,ISLINGTON AVE,,MAJOR ARTERIAL,ETOBICOKE YORK,43.764334,-79.574855,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Other,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Humber Summit (21)
2011,2011-08-25 4:00:00 AM,1944,19,LAWTON BLVD,WALMSLEY BLVD,,LOCAL,TORONTO AND EAST YORK,43.693045,-79.39669,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,NORTH,"AUTOMOBILE, STATION WAGON",OVERTAKING,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Yonge-St.Clair (97)
2011,2011-08-19 4:00:00 AM,2128,21,BLOOR ST W,HARCROFT RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.651845,-79.47289,INTERSECTION,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,High Park-Swansea (87)
2011,2011-08-25 4:00:00 AM,1944,19,LAWTON BLVD,WALMSLEY BLVD,,LOCAL,TORONTO AND EAST YORK,43.693045,-79.39669,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Normal,"CYCLIST,AUTOMOBILE",,Yonge-St.Clair (97)
2011,2011-09-25 4:00:00 AM,1945,19,GRACEDALE BOUL,DUNCANWOODS DRIV,,COLLECTOR,ETOBICOKE YORK,43.751045,-79.56039,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,65 to 69,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Humber Summit (21)
2011,2011-09-25 4:00:00 AM,1945,19,GRACEDALE BOUL,DUNCANWOODS DRIV,,COLLECTOR,ETOBICOKE YORK,43.751045,-79.56039,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,10 to 14,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Humber Summit (21)
2010,2010-07-26 4:00:00 AM,1947,19,YONGE ST,DUNDAS ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656345,-79.38089,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,30 to 34,MAJOR,NORTH,OTHER,GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,CYCLIST,,Church-Yonge Corridor (75)
2010,2010-07-26 4:00:00 AM,1947,19,YONGE ST,DUNDAS ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656345,-79.38089,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,CYCLIST,,Church-Yonge Corridor (75)
2010,2010-07-26 4:00:00 AM,1947,19,YONGE ST,DUNDAS ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656345,-79.38089,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,NONE,NORTH,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Improper Turn,Had Been Drinking,CYCLIST,,Church-Yonge Corridor (75)
2014,2014-04-08 4:00:00 AM,1955,19,HARBORD ST,SPADINA AVE,25 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663043,-79.402095,INTERSECTION,NON INTERSECTION,NO CONTROL,OTHER,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,EAST,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",,University (79)
2014,2014-04-08 4:00:00 AM,1955,19,HARBORD ST,SPADINA AVE,25 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663043,-79.402095,INTERSECTION,NON INTERSECTION,NO CONTROL,OTHER,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE,PASSENGER",,University (79)
2014,2014-04-08 4:00:00 AM,1955,19,HARBORD ST,SPADINA AVE,25 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663043,-79.402095,INTERSECTION,NON INTERSECTION,NO CONTROL,OTHER,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,50 to 54,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",,University (79)
2014,2014-04-24 4:00:00 AM,1956,19,MAVETY ST,DUNDAS ST W,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.665415,-79.465877,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,"DUSK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,65 to 69,NONE,EAST,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Junction Area (90)
2014,2014-04-24 4:00:00 AM,1956,19,MAVETY ST,DUNDAS ST W,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.665415,-79.465877,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,"DUSK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Junction Area (90)
2018,2018-09-10 4:00:00 AM,1957,19,MIDDLEFIELD RD,MCNICOLL AVE,1 m North of,MINOR ARTERIAL,SCARBOROUGH,43.820048,-79.262058,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DUSK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,55 to 59,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Unknown,"CYCLIST,AUTOMOBILE",,Milliken (130)
2018,2018-09-10 4:00:00 AM,1957,19,MIDDLEFIELD RD,MCNICOLL AVE,1 m North of,MINOR ARTERIAL,SCARBOROUGH,43.820048,-79.262058,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DUSK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,Milliken (130)
2010,2010-08-07 4:00:00 AM,2000,20,DANFORTH AVE,MOBERLY AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.685345,-79.31409,INTERSECTION,,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,70 to 74,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,LOST CONTROL,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,Woodbine Corridor (64)
2010,2010-08-07 4:00:00 AM,2000,20,DANFORTH AVE,MOBERLY AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.685345,-79.31409,INTERSECTION,,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist loses control and strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Woodbine Corridor (64)
2012,2012-06-07 4:00:00 AM,2000,20,WALLACE AVE,PERTH AVE,,LOCAL,TORONTO AND EAST YORK,43.661045,-79.45059,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2012,2012-06-07 4:00:00 AM,2000,20,WALLACE AVE,PERTH AVE,,LOCAL,TORONTO AND EAST YORK,43.661045,-79.45059,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Had Been Drinking,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2013,2013-04-04 4:00:00 AM,2000,20,QUEEN ST W,SPADINA AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648944,-79.395587,MID-BLOCK,,NO CONTROL,CLEAR,"DUSK, ARTIFICIAL",DRY,NON-FATAL INJURY,APPROACHING,VEHICLE OWNER,unknown,,,,,,,,,,,,,"CYCLIST, TRANSIT/CITY VEHICLE,PASSENGER",,Kensington-Chinatown (78)
2013,2013-04-04 4:00:00 AM,2000,20,QUEEN ST W,SPADINA AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648944,-79.395587,MID-BLOCK,,NO CONTROL,CLEAR,"DUSK, ARTIFICIAL",DRY,NON-FATAL INJURY,APPROACHING,DRIVER,25 to 29,NONE,WEST,STREET CAR,GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST, TRANSIT/CITY VEHICLE,PASSENGER",,Kensington-Chinatown (78)
2013,2013-04-04 4:00:00 AM,2000,20,QUEEN ST W,SPADINA AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648944,-79.395587,MID-BLOCK,,NO CONTROL,CLEAR,"DUSK, ARTIFICIAL",DRY,NON-FATAL INJURY,APPROACHING,PASSENGER,55 to 59,MINOR,,,,,,,,,,,,"CYCLIST, TRANSIT/CITY VEHICLE,PASSENGER",,Kensington-Chinatown (78)
2013,2013-04-04 4:00:00 AM,2000,20,QUEEN ST W,SPADINA AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648944,-79.395587,MID-BLOCK,,NO CONTROL,CLEAR,"DUSK, ARTIFICIAL",DRY,NON-FATAL INJURY,APPROACHING,MOPED DRIVER,55 to 59,MAJOR,EAST,MOPED,GOING AHEAD,,,,,,,,,"CYCLIST, TRANSIT/CITY VEHICLE,PASSENGER",,Kensington-Chinatown (78)
2016,2016-05-28 4:00:00 AM,2005,20,RICHMOND ST W,UNIVERSITY AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.650012,-79.386249,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Bay Street Corridor (76)
2016,2016-05-28 4:00:00 AM,2005,20,RICHMOND ST W,UNIVERSITY AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.650012,-79.386249,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Bay Street Corridor (76)
2009,2009-06-06 4:00:00 AM,2009,20,COXWELL AVE,ROBBINS AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.670645,-79.31829,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Woodbine Corridor (64)
